id,title,genres,average_rating,total_rate,view_cnt,poster_url,summary_id
3618,"Small Time Crooks (2000)",Comedy,3.462,320,0,https://m.media-amazon.com/images/M/MV5BNTA2NTBiMzEtMDA2My00YWNhLWJjMjAtYTUyMzMwNjM0Mjk2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,3618
3619,"Hollywood Knights, The (1980)",Comedy,3.154,52,0,https://m.media-amazon.com/images/M/MV5BNzUzMWQ5MDItNjdiYS00MWIwLTliNDYtN2YzMTEzMjE2NjkxL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3619
3620,"Myth of Fingerprints, The (1997)",Comedy|Drama,3.111,36,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNTUxMDcyMl5BMl5BanBnXkFtZTcwNDExNzcxMQ@@._V1_SX300.jpg,3620
3621,"Possession (1981)",Drama|Horror,1.0,2,0,https://m.media-amazon.com/images/M/MV5BMTc0NTcxMDU0MV5BMl5BanBnXkFtZTcwNTgwMzExOA@@._V1_SX300.jpg,3621
3622,"Twelve Chairs, The (1970)",Comedy,3.5,60,0,https://m.media-amazon.com/images/M/MV5BYThmZGQyNzMtYTE3NS00MzAzLWFhYzMtM2Q2NmUzYTc2MTRiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,3622
3623,"Mission: Impossible 2 (2000)",Action|Thriller,3.163,1070,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3623
3624,"Shanghai Noon (2000)",Action,3.632,876,0,https://m.media-amazon.com/images/M/MV5BMTI0MjE2MzUwOV5BMl5BanBnXkFtZTYwMTk5NjU3._V1_SX300.jpg,3624
3625,"Better Living Through Circuitry (1999)",Documentary,4.0,10,0,https://ia.media-imdb.com/images/M/MV5BMTYxODY2OTcxNV5BMl5BanBnXkFtZTcwNDY5ODIyMQ@@._V1_SX300.jpg,3625
3626,"8 1/2 Women (1999)",Comedy,2.85,40,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3626
3627,"Carnival of Souls (1962)",Horror|Thriller,3.346,104,0,https://m.media-amazon.com/images/M/MV5BYjgxYjI1ODktNWYyNy00N2EyLWFhOWEtMmI1ZmU3ZmU5ZWFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3627
3628,"Flying Tigers (1942)",Action|Drama|War,3.467,60,0,https://m.media-amazon.com/images/M/MV5BZDEzOWM3YjctMDRjNy00OWYwLWI2OTYtZGE5ZmExNDg2MDI4XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,3628
3629,"Gold Rush, The (1925)",Comedy,4.277,224,0,https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3629
3630,"House of Exorcism, The (La Casa dell'esorcismo) (1974)",Horror,0.0,0,0,https://m.media-amazon.com/images/M/MV5BNmQ3N2VkM2QtZGI4MS00ZjA1LTk2ZGYtZjkxYTFjMmFmMjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3630
3631,"It's in the Water (1998)",Comedy,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTkzNjM3ODA2Ml5BMl5BanBnXkFtZTcwMzgzNDgxMQ@@._V1_SX300.jpg,3631
3632,"Monsieur Verdoux (1947)",Comedy,3.833,24,0,https://m.media-amazon.com/images/M/MV5BMTQ5MjI4NjI2NV5BMl5BanBnXkFtZTYwNzk5NjE5._V1_SX300.jpg,3632
3633,"On Her Majesty's Secret Service (1969)",Action,3.444,216,0,https://m.media-amazon.com/images/M/MV5BMTc0NDYzMjgyNV5BMl5BanBnXkFtZTcwMjgyMzY0NA@@._V1_SX300.jpg,3633
3634,"Seven Days in May (1964)",Thriller,4.148,108,0,https://m.media-amazon.com/images/M/MV5BNGEwZGJiYTEtNDk4OC00NzM1LWJjNDMtZGE3OGQ1YWNlZjgxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,3634
3635,"Spy Who Loved Me, The (1977)",Action,3.648,318,0,https://m.media-amazon.com/images/M/MV5BNDk3ODM2NDgtMGE3Ni00ZGVhLTk2ZTctN2JkMDVkMmRhNDQ5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3635
3636,"Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998)",Drama,5.0,2,0,https://m.media-amazon.com/images/M/MV5BMmRkNjY1ZDItZDViMC00OTA0LTk5ZTUtMjAxYjEyMmMxMmMxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,3636
3637,"Vagabond (Sans toit ni loi) (1985)",Drama,4.0,12,0,https://m.media-amazon.com/images/M/MV5BNzlkZTlkODEtZjRlZC00ZTA0LTlkNTAtNGMxYTY2NDgzMGZiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,3637
3638,"Moonraker (1979)",Action|Romance|Sci-Fi,3.133,450,0,https://m.media-amazon.com/images/M/MV5BMjQyMjUyNzY4MF5BMl5BanBnXkFtZTcwNzIyMzY0NA@@._V1_SX300.jpg,3638
3639,"Man with the Golden Gun, The (1974)",Action,3.517,298,0,https://m.media-amazon.com/images/M/MV5BYjY3YmM1MTItMWE0NC00NjFmLWFkMDgtMWFiZjY5NzQyZGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3639
3640,"King in New York, A (1957)",Comedy|Drama,3.5,8,0,https://m.media-amazon.com/images/M/MV5BOWIzMWY4ZDgtNjFhNi00YmM4LThjODEtYWE0MWE4MTEzOTVkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,3640
3641,"Woman of Paris, A (1923)",Drama,3.0,4,0,https://m.media-amazon.com/images/M/MV5BZjJiMTU2NGQtNWRkNi00ZjExLWExMTUtMmNkNTU0NzRlMTA3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,3641
3642,"In Old California (1942)",Western,3.0,8,0,https://m.media-amazon.com/images/M/MV5BN2ZjNjYzMDctY2E4MC00YmZhLTg5ODgtMDUzNTYxMzgwOGJhXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,3642
3643,"Fighting Seabees, The (1944)",Action|Drama|War,3.333,54,0,https://m.media-amazon.com/images/M/MV5BODA2NDJmN2QtOTBjYS00MzcxLThmYTEtMGU5ZTQ0OGVmNjY1L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,3643
3644,"Dark Command (1940)",Western,3.25,8,0,https://m.media-amazon.com/images/M/MV5BNzc3OGZjMTEtNDE1YS00N2U2LWE4YmEtNjY1YmVlZDY3ZWY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,3644
3645,"Cleo From 5 to 7 (ClÃ¯Â¿Â½o de 5 Ã¯Â¿Â½ 7) (1962)",Drama,3.0,16,0,https://m.media-amazon.com/images/M/MV5BNzJjYzU2NjMtNzUwMS00NzFlLTg5OGItZjg5ZWM2ZWI2MTg2XkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg,3645
3646,"Big Momma's House (2000)",Comedy,2.423,194,0,https://m.media-amazon.com/images/M/MV5BMTcyMjdlYmUtNjQ1Zi00YTg3LTliNTgtZmNkOTRmYzEzYTMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3646
3647,"Running Free (2000)",Drama,4.0,2,0,https://m.media-amazon.com/images/M/MV5BMjE1MDc4MDU2MV5BMl5BanBnXkFtZTcwNDkzMTYyMQ@@._V1_SX300.jpg,3647
3648,"Abominable Snowman, The (1957)",Horror|Sci-Fi,3.0,6,0,https://m.media-amazon.com/images/M/MV5BYTE2N2Y1OWQtZDY5Ny00OTA1LWI2ZGEtOThkNWU1MGRiODFjXkEyXkFqcGdeQXVyNjEwMTA0NTc@._V1_SX300.jpg,3648
3649,"American Gigolo (1980)",Drama,3.074,162,0,https://m.media-amazon.com/images/M/MV5BYzJkZjE1ZjUtNTUyNy00ODk1LTgzYzUtY2VmZjhlODM5OWYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3649
3650,"Anguish (Angustia) (1986)",Horror,0.0,0,0,https://m.media-amazon.com/images/M/MV5BYWFiNjliNTYtZDZkMy00NDIzLTk4NTEtMjM2YTg4NmU5ZGQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3650
3651,"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",Horror,1.0,2,0,https://m.media-amazon.com/images/M/MV5BYjIxZWRjN2QtMTViZS00ODRlLWJkMmEtZTk0ZjQxN2EyMzM3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3651
3652,"City of the Living Dead (Paura nella cittÃ¯Â¿Â½ dei morti viventi) (1980)",Horror,2.0,2,0,https://m.media-amazon.com/images/M/MV5BYmZjNGEwMDMtNWM5NC00YzYxLWI3Y2YtMjRkYWI4OGM5MThjXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,3652
3653,"Endless Summer, The (1966)",Documentary,3.696,92,0,https://m.media-amazon.com/images/M/MV5BMjEzODQ1Njg4M15BMl5BanBnXkFtZTgwODIyOTcwMjE@._V1_SX300.jpg,3653
3654,"Guns of Navarone, The (1961)",Action|Drama|War,3.941,340,0,https://m.media-amazon.com/images/M/MV5BMDIyNDA3NGMtNWFmMi00NDRlLWEzMTEtOGIxMDZhZmRmYjJlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,3654
3655,"Blow-Out (La Grande Bouffe) (1973)",Drama,3.667,36,0,https://m.media-amazon.com/images/M/MV5BMDFiMGMyY2UtNjM5ZC00MmE2LTg5ODctODA2MGUxZTg2NDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3655
3656,"Lured (1947)",Crime,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMmE5MmM1ZmEtM2JhMC00OTc1LThhNzItZWEyNWU5NzA2OWZlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,3656
3657,"Pandora and the Flying Dutchman (1951)",Drama,3.5,4,0,https://m.media-amazon.com/images/M/MV5BNzRlMGRlZGEtYzkxNS00YTQyLWE4NmYtZGMxNzU0NWYxMjMyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,3657
3658,"Quatermass and the Pit (1967)",Sci-Fi,3.767,60,0,https://m.media-amazon.com/images/M/MV5BNzdiMGEyZjItOWE3ZS00NmY3LWI3MDctZmVhOTljZWNkNzBmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,3658
3659,"Quatermass II (1957)",Sci-Fi|Thriller,3.588,34,0,https://m.media-amazon.com/images/M/MV5BYzBiNjM0MTMtNTI5OC00ZTMyLTliYTctMzM4ZTk5ZmI5ZmU5XkEyXkFqcGdeQXVyMjE5MjEyNjM@._V1_SX300.jpg,3659
3660,"Puppet Master (1989)",Horror|Sci-Fi|Thriller,2.797,128,0,https://m.media-amazon.com/images/M/MV5BYjQyM2ZkYjktOTk2Zi00Zjc1LTk1NTYtYTY2YmI5M2IyYzAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3660
3661,"Puppet Master II (1990)",Horror|Sci-Fi|Thriller,2.079,76,0,https://m.media-amazon.com/images/M/MV5BYjQyM2ZkYjktOTk2Zi00Zjc1LTk1NTYtYTY2YmI5M2IyYzAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3661
3662,"Puppet Master III: Toulon's Revenge (1991)",Horror|Sci-Fi|Thriller,2.298,94,0,https://m.media-amazon.com/images/M/MV5BZWY1Y2E1OTQtZDYyMC00ZTY3LWI1MTQtYTc1NWNjYmFiYzdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3662
3663,"Puppet Master 4 (1993)",Horror|Sci-Fi|Thriller,1.708,48,0,https://m.media-amazon.com/images/M/MV5BYTMyOTVmYzUtMDM3Ni00NWVhLTg0ODItMGViYjkyYmMzZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3663
3664,"Puppet Master 5: The Final Chapter (1994)",Horror|Sci-Fi|Thriller,1.783,46,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3664
3665,"Curse of the Puppet Master (1998)",Horror|Sci-Fi|Thriller,1.833,24,0,https://m.media-amazon.com/images/M/MV5BOTg3MmM3YzYtMWJkMC00NzI1LTljNjItNzMwZjhmZDUxNzBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3665
3666,"Retro Puppetmaster (1999)",Horror|Sci-Fi|Thriller,3.0,2,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3666
3667,"Rent-A-Cop (1988)",Action|Comedy,2.0,18,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4ODkxOTY4NV5BMl5BanBnXkFtZTcwMjk2MTQyMQ@@._V1_SX300.jpg,3667
3668,"Romeo and Juliet (1968)",Drama|Romance,3.789,294,0,https://m.media-amazon.com/images/M/MV5BMTkyMjIzOTcwOF5BMl5BanBnXkFtZTgwNzk2NjYxMTE@._V1_SX300.jpg,3668
3669,"Stay Tuned (1992)",Comedy,2.31,58,0,https://m.media-amazon.com/images/M/MV5BN2JhNTFjMGEtNzczZi00ZTljLTlkZjQtYWVlNjcxNDBmNGU4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,3669
3670,"Story of G.I. Joe, The (1945)",War,3.625,16,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3670
3671,"Blazing Saddles (1974)",Comedy|Western,4.038,832,0,https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,3671
3672,"Benji (1974)","Adventure|Children's",3.017,116,0,https://m.media-amazon.com/images/M/MV5BMzQzNjE2M2EtNzNjMC00ODYyLTk2NDgtY2Y2MWExZTFhN2Q4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3672
3673,"Benji the Hunted (1987)","Adventure|Children's",2.167,24,0,https://m.media-amazon.com/images/M/MV5BNmViM2IwMTQtZDRiNS00N2M2LTk4ZWMtNGM0OTkwNzQ2ZDA0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3673
3674,"For the Love of Benji (1977)","Adventure|Children's",2.737,38,0,https://m.media-amazon.com/images/M/MV5BMTQ3NzgzMDIwNV5BMl5BanBnXkFtZTgwNTUzNjIxMzE@._V1_SX300.jpg,
3675,"White Christmas (1954)",Musical,3.929,252,0,https://m.media-amazon.com/images/M/MV5BYjI0ZTk0ZjQtZTMzOS00NDdmLTk0YzUtZTQ4NGRkNWFhZTkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3675
3676,"Eraserhead (1977)",Drama|Horror,3.708,144,0,https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3676
3677,"Baraka (1992)",Documentary,3.833,36,0,https://m.media-amazon.com/images/M/MV5BMjA1Njc1NzctMTQxYy00ZDc0LWEzOTYtNmMyYjJjMWQ4MWJiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,3677
3678,"Man with the Golden Arm, The (1955)",Drama,3.867,90,0,https://m.media-amazon.com/images/M/MV5BNzkzODY5YTctZmE5Yy00ZmQyLWE2NzQtNzVlNjc3MTYxZTBiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3678
3679,"Decline of Western Civilization, The (1981)",Documentary,4.28,50,0,https://m.media-amazon.com/images/M/MV5BMTkzOTg3MzUxMl5BMl5BanBnXkFtZTcwMDg1OTM2MQ@@._V1_SX300.jpg,3679
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,4.05,40,0,https://m.media-amazon.com/images/M/MV5BZGQwODQ0NmYtN2JlYy00YzA2LThlMGEtMDk1MWMwZWM5MGIxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,
3681,"For a Few Dollars More (1965)",Western,4.047,214,0,https://m.media-amazon.com/images/M/MV5BNWM1NmYyM2ItMTFhNy00NDU0LThlYWUtYjQyYTJmOTY0ZmM0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,3681
3682,"Magnum Force (1973)",Western,3.771,140,0,https://m.media-amazon.com/images/M/MV5BZGMwZTY5ZGUtYTQ4ZS00NDEyLWJjYTEtYzZhODkwMDQ5ZDlmXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg,3682
3683,"Blood Simple (1984)",Drama|Film-Noir,4.28,514,0,https://m.media-amazon.com/images/M/MV5BZmI5YzM1MjItMzFmNy00NGFkLThlMDUtZjZmYTZkM2QxMjU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,3683
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,3.341,264,0,https://m.media-amazon.com/images/M/MV5BMWE1ZTZiZGEtYmYwNS00NWI0LTk0YzYtYmJjMjBkZTc2NjRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3684
3685,"Prizzi's Honor (1985)",Comedy|Drama|Romance,3.502,438,0,https://m.media-amazon.com/images/M/MV5BZmVmOGIzNDUtODYwZi00NWI2LTlhOGQtNmU1ZjU2OGFiOTRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,3685
3686,"Flatliners (1990)",Thriller,3.099,262,0,https://m.media-amazon.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_SX300.jpg,3686
3687,"Light Years (1988)",Sci-Fi,2.0,2,0,https://m.media-amazon.com/images/M/MV5BMjA2OTE3MDI3MF5BMl5BanBnXkFtZTcwNjczNDQzMQ@@._V1_SX300.jpg,3687
3688,"Porky's (1981)",Comedy,2.612,206,0,https://m.media-amazon.com/images/M/MV5BZTI1MWJhNDgtNDdmNi00ZTI3LTk0NmQtODUyNzMyNmY3Zjk5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,3688
3689,"Porky's II: The Next Day (1983)",Comedy,2.059,102,0,https://m.media-amazon.com/images/M/MV5BZmZhNDU2ZjgtOTAwOS00NWRjLTkwNWUtNTBkNjM3NTZjNjY3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,3689
3690,"Porky's Revenge (1985)",Comedy,2.125,80,0,https://m.media-amazon.com/images/M/MV5BYjBiMDI1NDctMTVkMy00M2VkLWIyZDYtN2FmZGYxY2QwM2U3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,3690
3691,"Private School (1983)",Comedy,2.533,30,0,https://m.media-amazon.com/images/M/MV5BNTczYmQ2ODUtOTA4MC00MDA2LWFmYTQtYTRlZTQxZDRkOTk2XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,3691
3692,"Class of Nuke 'Em High (1986)",Comedy|Horror,2.348,46,0,https://m.media-amazon.com/images/M/MV5BMzVjYzY1NGMtYWNhMS00M2I2LWFiMzMtOWJmMzFmNGQxZGQ3XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,3692
3693,"Toxic Avenger, The (1985)",Comedy|Horror,2.662,136,0,https://m.media-amazon.com/images/M/MV5BNzViNmQ5MTYtMmI4Yy00N2Y2LTg4NWUtYWU3MThkMTVjNjk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3693
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,1.885,52,0,https://m.media-amazon.com/images/M/MV5BODhiNTljYTctMmIzZC00ZGVkLTk2NmItN2RjMzY3ZTYyNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3694
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,1.85,40,0,https://m.media-amazon.com/images/M/MV5BNjVlNzFjMGItMTEwYy00OTc0LWFmY2ItM2U0MmQyYWI5Njk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3695
3696,"Night of the Creeps (1986)",Comedy|Horror|Sci-Fi,2.885,52,0,https://m.media-amazon.com/images/M/MV5BZDdhMGFlNzEtMWMxZS00NDAwLWJiYzctNmMyZDdhMTYwZDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3696
3697,"Predator 2 (1990)",Action|Sci-Fi|Thriller,2.837,516,0,https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3697
3698,"Running Man, The (1987)",Action|Adventure|Sci-Fi,3.25,560,0,https://m.media-amazon.com/images/M/MV5BMWU4NzA2OWYtNGQ0MS00YWNkLTg4M2YtZjlkZmY1YmJjMDE4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,3698
3699,"Starman (1984)",Adventure|Drama|Romance|Sci-Fi,3.445,656,0,https://m.media-amazon.com/images/M/MV5BODg5ODI0NzM5M15BMl5BanBnXkFtZTgwNDk5MjQxMDE@._V1_SX300.jpg,3699
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,3.584,202,0,https://m.media-amazon.com/images/M/MV5BMjI2NjM4NDg1MV5BMl5BanBnXkFtZTgwOTM1MzQxMDE@._V1_SX300.jpg,3700
3701,"Alien Nation (1988)",Crime|Drama|Sci-Fi,3.192,354,0,https://m.media-amazon.com/images/M/MV5BZjRlYjI2NWUtMmY5Mi00YTcyLTg5MzUtNTE2ZmRiMzNjYjA0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3701
3702,"Mad Max (1979)",Action|Sci-Fi,3.682,806,0,https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,3702
3703,"Mad Max 2 (a.k.a. The Road Warrior) (1981)",Action|Sci-Fi,3.731,804,0,https://m.media-amazon.com/images/M/MV5BN2VlNjNhZWQtMTY2OC00Y2E1LWJkNGUtMDU4M2ViNzliMGYwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3703
3704,"Mad Max Beyond Thunderdome (1985)",Action|Sci-Fi,3.206,554,0,https://m.media-amazon.com/images/M/MV5BMmI4YWEyNTItZTFiMS00YzY4LWE2ZjYtNGRlNmZhNjRmOWVkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3704
3705,"Bird on a Wire (1990)",Action|Adventure|Romance|Thriller,2.489,278,0,https://m.media-amazon.com/images/M/MV5BNzU5MTQyNzEwNV5BMl5BanBnXkFtZTgwMTgwNTg4NjE@._V1_SX300.jpg,3705
3706,"Angel Heart (1987)",Film-Noir|Mystery|Thriller,3.377,302,0,https://m.media-amazon.com/images/M/MV5BZmQ3Mzg3YjgtNTA1Zi00ODgyLTkyZGUtYTE5NDA5ZmI4NjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,3706
3707,"Nine 1/2 Weeks (1986)",Drama,2.985,130,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3707
3708,"Firestarter (1984)",Horror|Thriller,3.136,162,0,https://m.media-amazon.com/images/M/MV5BNzFiZTQ4ZjQtNjgyZi00Yjc0LWI2Y2YtNjk0YzM3NWEwYjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3708
3709,"Sleepwalkers (1992)",Horror,2.345,110,0,https://m.media-amazon.com/images/M/MV5BNWY4N2ViZDAtMGU0MS00NDliLWE1NjktN2UyNGEyZjA0YzNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3709
3710,"Action Jackson (1988)",Action|Comedy,2.361,122,0,https://m.media-amazon.com/images/M/MV5BZWFhNmI3OWQtOTU5Zi00ODA3LWExNjctMTllZWE2ZGE3ZTA1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3710
3711,"Sarafina! (1992)",Drama,3.571,14,0,https://m.media-amazon.com/images/M/MV5BMTU5ODI3MzM3NF5BMl5BanBnXkFtZTcwOTcwNDcxMQ@@._V1_SX300.jpg,
3712,"Soapdish (1991)",Comedy,3.143,280,0,https://m.media-amazon.com/images/M/MV5BZjc1Y2ZlNDktNmQzOC00ZTA0LThlNTAtMjNlODVmMzA1MzQ4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,3712
3713,"Long Walk Home, The (1990)",Drama,3.854,82,0,https://m.media-amazon.com/images/M/MV5BYzkxOWFhOWItOGZjZi00YmExLWE1ZmItMTU5NGI3NWU4Y2Y4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3713
3714,"Clara's Heart (1988)",Drama,3.053,38,0,https://m.media-amazon.com/images/M/MV5BZWIxZWYwYTktOGFiZi00M2MzLTk4ODUtMmY4MjVhOTU2MDU4XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,3714
3715,"Burglar (1987)",Comedy,2.448,58,0,https://m.media-amazon.com/images/M/MV5BYzI2OTc4MmYtZTNmMS00NWY3LTg1NTMtMDc2OGRlNmEzNGEyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3715
3716,"Fatal Beauty (1987)",Action|Crime,2.227,44,0,https://m.media-amazon.com/images/M/MV5BMmFhNjgyNjYtMjY4NC00ZTJmLTk5M2YtN2EzNjZiMzYzYzFjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,3716
3717,"Gone in 60 Seconds (2000)",Action|Crime,2.943,488,0,https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_SX300.jpg,3717
3718,"American Pimp (1999)",Documentary,3.471,68,0,https://m.media-amazon.com/images/M/MV5BNzE5Nzg3NzY2MF5BMl5BanBnXkFtZTcwNTMwMTEzMQ@@._V1_SX300.jpg,3718
3719,"Love's Labour's Lost (2000)",Comedy|Romance,3.5,28,0,https://m.media-amazon.com/images/M/MV5BMTYxMjYzMDY4N15BMl5BanBnXkFtZTcwODU5ODEyMQ@@._V1_SX300.jpg,3719
3720,"Sunshine (1999)",Drama,3.673,104,0,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg,3720
3721,"Trixie (1999)",Comedy,2.6,20,0,https://m.media-amazon.com/images/M/MV5BZDZlZmJmNjEtYmRmZi00ZGZhLWIxYzktNDBkMDU5YThkMzdiXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,3721
